Радиация,Температура,Время,Выживаемость
6.191648483276367,40.3103141784668,53.70927810668945,0.999401330947876
3.5110275745391846,42.29130935668945,37.8555793762207,0.00010473725706106052
6.868783473968506,40.64514923095703,58.1190071105957,0.9999759197235107
5.578944206237793,40.761634826660156,46.03178405761719,0.41691893339157104
0.7534188032150269,43.161415100097656,24.635953903198242,1.5247585416489073e-09
7.804978847503662,41.964637756347656,55.40372085571289,0.9980593323707581
6.089117527008057,44.60926055908203,39.57060623168945,1.4826868209638633e-05
6.288514614105225,41.59578323364258,25.665557861328125,2.3491570910749715e-09
1.0249090194702148,43.63090133666992,26.10760498046875,2.127717557698361e-09
3.6030874252319336,42.30549621582031,47.50135803222656,0.6890714168548584
2.966384172439575,43.29975509643555,21.894899368286133,2.0207774342750895e-10
7.414119720458984,42.998477935791016,31.4637508392334,2.569462509427467e-08
5.150920867919922,42.36391830444336,25.591503143310547,1.7385911599276938e-09
6.582092761993408,44.75030517578125,37.643096923828125,1.6873752883839188e-06
3.547313690185547,41.71356964111328,36.57415008544922,5.1349725254112855e-05
1.8179097175598145,40.88617706298828,40.875057220458984,0.021801946684718132
4.436678409576416,43.39046859741211,31.185453414916992,4.1883300383460664e-08
0.5105380415916443,44.230037689208984,21.2817440032959,1.3215123439991316e-10
6.621049404144287,40.20126724243164,44.575443267822266,0.18166795372962952
5.053315162658691,42.248165130615234,34.9487190246582,3.7091415379109094e-06
6.064702033996582,44.46243667602539,46.05339813232422,0.01
2.836207628250122,43.74809265136719,24.3466796875,6.001755203932646e-10
7.7655839920043945,44.95903778076172,20.55109405517578,1.0972676760256928e-11
7.1449689865112305,42.65707015991211,29.93177032470703,9.033486847442873e-09
6.227067947387695,43.29998016357422,38.26189422607422,1.357167730020592e-05
1.5571097135543823,41.51240158081055,35.76287841796875,6.326767470454797e-05
3.7337679862976074,44.73767852783203,52.41210174560547,0.9555906057357788
0.35043013095855713,41.8316764831543,35.11350631713867,3.223297608201392e-05
1.2343159914016724,43.69255447387695,41.217647552490234,0.0016657550586387515
5.464391708374023,42.01570129394531,43.740623474121094,0.023686649277806282
5.958097457885742,42.8090934753418,20.873254776000977,1.0776368686293836e-10
7.740077972412109,43.59891128540039,40.6053352355957,3.475972334854305e-05
2.606602907180786,42.54467010498047,33.793251037597656,1.8541666122473544e-06
2.9636776447296143,44.535430908203125,36.85120391845703,3.5149148516211426e-06
3.756446599960327,42.09650421142578,24.01149559020996,1.4514091040140897e-09
1.5157709121704102,43.23535919189453,51.31282424926758,0.9889468550682068
